Agent,Detection_F1,Precision,Recall,FP_Score,Evidence,Actions,Severity,Proactive,Generalization,Avg_Runtime,Overall,Overall_Legacy
B-coverage,0.9655,0.9333,1.0000,1.0000,1.0000,0.9808,1.0000,0.9486,1.0000,0.6,98.4,77.3
